;longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity;people_per_household;rooms_per_person;beds_per_room
5132;-118,27;33,98;44;1722;457;2177;401;2,125;92500;<1H OCEAN;5,428927681;0,790996785;0,265389082
5151;-118,27;33,96;34;1040;276;1083;255;1,6467;90900;<1H OCEAN;4,247058824;0,960295476;0,265384615
7227;-118,16;34,02;42;814;216;773;208;2,5313;156900;<1H OCEAN;3,716346154;1,053040103;0,265356265
14891;-117,07;32,61;22;5016;1331;3222;1196;2,1441;135500;NEAR OCEAN;2,693979933;1,55679702;0,265350877
17000;-122,28;37,54;24;5114;1357;3169;1268;3,9699;293200;NEAR OCEAN;2,499211356;1,613758283;0,26535002
115;-122,25;37,83;35;1613;428;675;422;3,4722;243100;NEAR BAY;1,599526066;2,38962963;0,265344079
17265;-119,7;34,4;25;1858;493;865;460;3,0938;312500;NEAR OCEAN;1,880434783;2,147976879;0,265339074
7200;-118,18;34,03;40;2631;698;2920;677;2,0764;145600;<1H OCEAN;4,313146233;0,901027397;0,265298366
9171;-118,53;34,38;18;2288;607;2305;597;3,227;136100;<1H OCEAN;3,860971524;0,992624729;0,265297203
12468;-121,47;38,58;44;2092;555;878;528;1,5922;115100;INLAND;1,662878788;2,382687927;0,265296367
5241;-118,24;33,93;32;1063;282;992;253;0,8984;88700;<1H OCEAN;3,920948617;1,071572581;0,265286924
14267;-117,12;32,7;38;818;217;953;231;1,0531;65700;NEAR OCEAN;4,125541126;0,858342078;0,265281174
20539;-121,74;38,55;33;6861;1820;3717;1767;1,7311;182600;INLAND;2,103565365;1,845843422;0,265267454
17208;-119,71;34,43;47;1572;417;790;384;2,6429;279200;<1H OCEAN;2,057291667;1,989873418;0,265267176
13386;-117,58;34,09;27;754;200;746;185;1,9531;100800;INLAND;4,032432432;1,010723861;0,265251989
8494;-118,29;33,89;33;2138;567;1072;528;2,7428;208900;<1H OCEAN;2,03030303;1,994402985;0,265201123
11162;-117,99;33,82;19;1991;528;1202;460;3,1538;252100;<1H OCEAN;2,613043478;1,65640599;0,26519337
19260;-122,73;38,44;35;1120;297;659;274;2,3824;145000;<1H OCEAN;2,405109489;1,699544765;0,265178571
16250;-121,26;37,98;41;1633;433;885;413;0,9782;54200;INLAND;2,142857143;1,84519774;0,265156154
8393;-118,36;33,95;42;1139;302;1283;306;4,1635;163900;<1H OCEAN;4,192810458;0,887763055;0,265144864
10836;-117,93;33,65;26;5831;1546;4738;1477;3,1483;213000;<1H OCEAN;3,207853758;1,230688054;0,265134625
3096;-118,61;35,47;13;2267;601;756;276;2,5474;78400;INLAND;2,739130435;2,998677249;0,265108072
9317;-122,53;37,97;44;3595;953;1831;910;2,6036;287500;NEAR BAY;2,012087912;1,963407974;0,265090403
883;-121,96;37,55;4;3746;993;1606;838;4,1387;162500;<1H OCEAN;1,91646778;2,332503113;0,265082755
14059;-117,13;32,75;20;2271;602;992;520;2,2599;157600;NEAR OCEAN;1,907692308;2,289314516;0,265081462
5002;-118,28;33,99;46;1211;321;1153;282;1,7849;99300;<1H OCEAN;4,088652482;1,050303556;0,26507019
4227;-118,29;34,1;39;2196;582;1165;538;2,9417;254200;<1H OCEAN;2,165427509;1,884978541;0,265027322
638;-122,15;37,73;28;2215;587;830;573;2,1898;141700;NEAR BAY;1,448516579;2,668674699;0,265011287
8492;-118,3;33,89;37;2132;565;1369;565;3,285;218100;<1H OCEAN;2,42300885;1,557341125;0,265009381
2529;-122,23;39,53;8;1268;336;1237;326;1,3708;125000;INLAND;3,794478528;1,025060631;0,264984227
4134;-118,22;34,13;47;1585;420;949;366;2,7098;173800;<1H OCEAN;2,592896175;1,670179136;0,264984227
5608;-118,3;33,79;21;1068;283;1180;274;2,5;157500;<1H OCEAN;4,306569343;0,905084746;0,264981273
4936;-118,27;34;43;1638;434;1213;390;1,3403;110800;<1H OCEAN;3,11025641;1,350370981;0,264957265
10814;-117,91;33,65;19;1589;421;1118;394;4,1029;213400;<1H OCEAN;2,837563452;1,421288014;0,264946507
8648;-118,4;33,86;18;5152;1365;2286;1243;5,1677;380800;<1H OCEAN;1,839098954;2,253718285;0,264945652
7163;-118,17;34,04;38;385;102;402;95;1,625;129700;<1H OCEAN;4,231578947;0,957711443;0,264935065
2326;-119,71;36,82;12;2144;568;1320;566;2,3381;112500;INLAND;2,332155477;1,624242424;0,264925373
14398;-117,25;32,79;43;906;240;458;205;1,8365;328600;NEAR OCEAN;2,234146341;1,978165939;0,264900662
536;-122,27;37,78;13;2020;535;959;486;5,2601;292700;NEAR BAY;1,973251029;2,106360792;0,264851485
12803;-121,45;38,61;34;438;116;263;100;0,9379;67500;INLAND;2,63;1,66539924;0,264840183
53;-122,27;37,82;41;3221;853;1959;720;1,1108;97500;NEAR BAY;2,720833333;1,644206228;0,264824589
16473;-121,26;38,13;25;2549;675;2053;648;2,0875;83100;INLAND;3,168209877;1,241597662;0,264809729
458;-122,25;37,87;42;1756;465;2184;422;2,5562;371400;NEAR BAY;5,17535545;0,804029304;0,264806378
11573;-118;33,76;12;1250;331;1047;334;3,0625;208800;<1H OCEAN;3,134730539;1,193887297;0,2648
6516;-118,04;34,07;39;2451;649;2536;648;2,3098;173100;<1H OCEAN;3,913580247;0,96648265;0,264789882
17984;-121,94;37,29;20;710;188;363;176;4,0962;214100;<1H OCEAN;2,0625;1,955922865;0,264788732
4844;-118,29;34,03;27;1084;287;1085;279;2,135;119600;<1H OCEAN;3,888888889;0,999078341;0,264760148
7522;-118,26;33,91;39;967;256;903;256;1,9038;93100;<1H OCEAN;3,52734375;1,070874862;0,264736298
7240;-118,13;34,01;43;782;207;827;223;3,1538;154300;<1H OCEAN;3,708520179;0,945586457;0,264705882
20247;-119,18;34,23;16;4609;1220;2147;1007;3,375;218800;NEAR OCEAN;2,132075472;2,146716348;0,264699501
6696;-118,09;34,15;45;1345;356;749;327;2,8007;210900;INLAND;2,290519878;1,795727637;0,264684015
1753;-122,34;37,96;15;6487;1717;3408;1560;2,1991;133300;NEAR BAY;2,184615385;1,903462441;0,264683213
10433;-117,62;33,42;27;1005;266;460;243;3,1029;190600;NEAR OCEAN;1,893004115;2,184782609;0,264676617
5605;-118,28;33,78;20;2233;591;1915;558;3,2011;169100;<1H OCEAN;3,431899642;1,166057441;0,264666368
10812;-117,93;33,63;10;2766;732;1332;646;4,6161;226300;<1H OCEAN;2,061919505;2,076576577;0,264642082
5371;-118,38;34,04;35;2237;592;1794;543;2,2961;207700;<1H OCEAN;3,303867403;1,246934225;0,264640143
2097;-119,76;36,75;41;1576;417;1567;366;1,2545;45500;INLAND;4,281420765;1,005743459;0,264593909
5028;-118,34;33,99;46;1217;322;662;305;3,1731;140300;<1H OCEAN;2,170491803;1,83836858;0,264585045
2032;-119,75;36,72;22;3247;859;4179;881;1,3343;60800;INLAND;4,743473326;0,776980139;0,264551894
7422;-118,2;33,96;41;1512;400;1690;367;3,055;167000;<1H OCEAN;4,604904632;0,894674556;0,264550265
4388;-118,26;34,08;46;945;250;910;252;3,5039;187500;<1H OCEAN;3,611111111;1,038461538;0,264550265
3579;-118,53;34,24;24;2718;719;3018;644;2,9076;275300;<1H OCEAN;4,686335404;0,900596421;0,264532745
7424;-118,21;33,96;43;1686;446;1590;474;2,3241;159300;<1H OCEAN;3,35443038;1,060377358;0,264531435
9691;-121,61;36,68;37;3149;833;3456;788;2,8542;127600;<1H OCEAN;4,385786802;0,911168981;0,264528422
8971;-118,41;34,01;43;2000;529;1290;514;4,7031;302500;<1H OCEAN;2,509727626;1,550387597;0,2645
7388;-118,25;33,97;37;794;210;814;213;2,2917;112000;<1H OCEAN;3,821596244;0,975429975;0,264483627
391;-122,3;37,89;46;1520;402;815;375;2,8036;211600;NEAR BAY;2,173333333;1,865030675;0,264473684
4104;-118,39;34,15;36;2696;713;905;659;3,1146;373500;<1H OCEAN;1,373292868;2,979005525;0,264465875
7159;-118,16;34,04;22;2991;791;2486;754;1,5078;181900;<1H OCEAN;3,297082228;1,20313757;0,264460047
16085;-122,48;37,71;43;3850;1018;1497;829;3,5296;400000;NEAR OCEAN;1,805790109;2,571810287;0,264415584
10250;-117,87;33,88;24;2655;702;1519;708;3,3036;183900;<1H OCEAN;2,145480226;1,747860434;0,26440678
9693;-121,61;36,69;19;9899;2617;11272;2528;2,0244;118500;<1H OCEAN;4,458860759;0,878193754;0,264370138
7718;-118,13;33,94;34;522;138;373;139;3,5481;265000;<1H OCEAN;2,683453237;1,399463807;0,264367816
16919;-122,33;37,58;28;2784;736;1534;685;3,38;285400;NEAR OCEAN;2,239416058;1,814863103;0,264367816
14794;-117,11;32,59;17;2020;534;1529;500;2,1773;143200;NEAR OCEAN;3,058;1,321124918;0,264356436
3918;-118,53;34,19;32;2618;692;1961;633;2,625;192300;<1H OCEAN;3,097946288;1,335033146;0,264323911
14252;-117,11;32,71;30;1729;457;1673;460;1,7;85900;NEAR OCEAN;3,636956522;1,033472803;0,264314633
17398;-120,44;34,95;38;3004;794;2601;747;2,2743;106400;<1H OCEAN;3,481927711;1,154940408;0,264314248
7656;-118,27;33,82;28;1642;434;1575;420;4,1292;201900;<1H OCEAN;3,75;1,042539683;0,264311815
8941;-118,47;34,01;27;1782;471;837;422;3,7727;413000;<1H OCEAN;1,983412322;2,129032258;0,264309764
4375;-118,28;34,1;49;1767;467;1066;438;3,0958;210900;<1H OCEAN;2,433789954;1,657598499;0,264289757
188;-122,23;37,79;30;999;264;1011;263;1,8854;137500;NEAR BAY;3,844106464;0,988130564;0,264264264
7259;-118,16;34,01;36;931;246;732;235;1,7679;142800;<1H OCEAN;3,114893617;1,271857923;0,264232009
7443;-118,2;33,94;43;1934;511;1895;493;2,5029;159700;<1H OCEAN;3,843813387;1,020580475;0,264219235
14028;-117,15;32,74;26;3149;832;1320;808;3,0259;211700;NEAR OCEAN;1,633663366;2,385606061;0,264210861
5646;-118,3;33,75;23;1957;517;1454;526;3,5056;203100;<1H OCEAN;2,764258555;1,345942228;0,264179867
5171;-118,27;33,94;30;1041;275;877;270;1,5268;91600;<1H OCEAN;3,248148148;1,18700114;0,264169068
14407;-117,23;32,79;28;2453;648;1082;617;3,625;266700;NEAR OCEAN;1,753646677;2,267097967;0,264166327
5086;-118,28;33,98;39;1306;345;1332;331;1,9564;92200;<1H OCEAN;4,024169184;0,98048048;0,264165391
5052;-118,34;34,01;35;1359;359;655;341;2,5568;312500;<1H OCEAN;1,920821114;2,07480916;0,264164827
2946;-118,98;35,35;21;496;131;511;124;1,7614;33200;INLAND;4,120967742;0,970645793;0,264112903
10866;-117,9;33,72;36;443;117;577;115;3,6875;137500;<1H OCEAN;5,017391304;0,767764298;0,264108352
655;-122,15;37,71;18;5778;1526;2441;1352;3,1682;202700;NEAR BAY;1,805473373;2,367062679;0,264105227
20544;-121,76;38,68;38;674;178;701;189;1,3942;69400;INLAND;3,708994709;0,961483595;0,264094955
10638;-117,8;33,55;38;1757;464;821;426;4,1304;433300;<1H OCEAN;1,927230047;2,140073082;0,264086511
19545;-121,01;37,62;35;568;150;622;145;1,8167;79500;INLAND;4,289655172;0,91318328;0,264084507
16365;-121,31;38,01;22;2575;680;1367;645;1,4274;90500;INLAND;2,119379845;1,883686906;0,26407767
11246;-118;33,81;17;1530;404;883;344;2,8835;196500;<1H OCEAN;2,566860465;1,732729332;0,264052288
2050;-119,73;36,73;9;1621;428;678;394;2,2437;54200;INLAND;1,720812183;2,390855457;0,264034547
4251;-118,35;34,1;26;3977;1050;1720;935;3,358;364500;<1H OCEAN;1,839572193;2,312209302;0,264018104
2426;-119,55;36,61;14;3004;793;3535;735;1,586;56900;INLAND;4,80952381;0,849787836;0,263981358
14306;-117,14;32,71;43;966;255;857;208;1,2841;72000;NEAR OCEAN;4,120192308;1,127187865;0,263975155
15313;-117,36;33,2;19;2129;562;1323;525;2,9539;169900;NEAR OCEAN;2,52;1,609221466;0,263973697
2095;-119,76;36,76;23;3800;1003;3786;917;1,4766;50600;INLAND;4,12868048;1,003697834;0,263947368
181;-122,24;37,8;49;2838;749;1487;677;2,5238;169300;NEAR BAY;2,196454948;1,908540686;0,263918252
12783;-121,44;38,63;38;1402;370;970;382;1,6343;71000;INLAND;2,539267016;1,445360825;0,263908702
12107;-117,34;34,02;28;2683;708;2047;636;2,275;85400;INLAND;3,218553459;1,310698583;0,263883712
19163;-122,71;38,42;23;1569;414;1031;368;1,6267;129200;<1H OCEAN;2,801630435;1,521823472;0,263862333
7462;-118,18;33,93;31;1516;400;1820;398;2,1641;122900;<1H OCEAN;4,572864322;0,832967033;0,263852243
5920;-118,44;34,28;38;1156;305;1359;289;2,5147;137100;<1H OCEAN;4,702422145;0,85062546;0,26384083
16988;-122,27;37,56;17;3211;847;1553;812;4,9434;292100;NEAR BAY;1,912561576;2,067611075;0,263780754
12343;-116,54;33,82;12;9482;2501;2725;1300;1,5595;115600;INLAND;2,096153846;3,479633028;0,263762919
7432;-118,2;33,94;42;618;163;680;179;3,3472;154200;<1H OCEAN;3,798882682;0,908823529;0,263754045
2671;-115,6;33,2;37;709;187;390;142;2,4511;72500;INLAND;2,746478873;1,817948718;0,263751763
20221;-119,3;34,29;50;3128;825;2535;783;2,3669;165300;NEAR OCEAN;3,237547893;1,233925049;0,263746803
18984;-121,94;38,38;25;182;48;71;52;1,0208;78600;INLAND;1,365384615;2,563380282;0,263736264
1058;-121,84;39,76;14;2351;620;1215;548;2,3155;102300;INLAND;2,217153285;1,934979424;0,263717567
9838;-121,9;36,6;33;2461;649;1234;601;2,8727;225000;NEAR OCEAN;2,053244592;1,994327391;0,263713937
14865;-117,09;32,63;27;2920;770;1935;746;2,4148;67500;NEAR OCEAN;2,59383378;1,509043928;0,26369863
20052;-119,1;35,79;19;1809;477;2051;416;1,8144;49800;INLAND;4,930288462;0,882008776;0,263681592
4755;-118,33;34,05;46;3015;795;2300;725;2,0706;268500;<1H OCEAN;3,172413793;1,310869565;0,263681592
1514;-122,06;37,91;15;5393;1422;2133;1288;4,1612;232800;NEAR BAY;1,656055901;2,528363807;0,263675134
14137;-117,08;32,74;26;2359;622;2067;581;1,8103;124700;NEAR OCEAN;3,557659208;1,141267537;0,263671047
7533;-118,22;33,92;32;1263;333;1789;346;1,9957;89300;<1H OCEAN;5,170520231;0,705980995;0,263657957
3621;-118,45;34,25;21;2143;565;1803;497;3,9833;162500;<1H OCEAN;3,6277666;1,188574598;0,26364909
343;-122,18;37,75;45;990;261;901;260;2,1731;82000;NEAR BAY;3,465384615;1,098779134;0,263636364
4150;-118,2;34,12;41;1908;503;1557;453;2,9194;162000;<1H OCEAN;3,437086093;1,225433526;0,263626834
3277;-122,91;39,05;27;789;208;295;108;3,7667;95000;INLAND;2,731481481;2,674576271;0,263624842
15300;-117,37;33,18;19;1931;509;855;394;2,6979;266700;NEAR OCEAN;2,170050761;2,258479532;0,263593993
10270;-117,88;33,85;18;2705;713;2726;674;2,7759;200000;<1H OCEAN;4,044510386;0,992296405;0,263585952
17763;-121,84;37,35;22;2914;768;2962;762;2,2031;164000;<1H OCEAN;3,887139108;0,983794733;0,263555251
14274;-117,12;32,71;33;1256;331;1315;321;1,9286;78500;NEAR OCEAN;4,096573209;0,95513308;0,263535032
13280;-117,68;34,07;24;2626;692;2204;647;1,7806;135000;INLAND;3,406491499;1,191470054;0,26351866
6505;-118,06;34,08;37;778;205;850;198;2,5119;180500;<1H OCEAN;4,292929293;0,915294118;0,263496144
8961;-118,39;34;35;1465;386;1104;345;4,056;339100;<1H OCEAN;3,2;1,326992754;0,263481229
16583;-121,42;37,74;19;1393;367;915;355;1,1957;103100;INLAND;2,577464789;1,522404372;0,263460158
3931;-118,58;34,21;24;2642;696;1649;633;3,0187;217700;<1H OCEAN;2,605055292;1,602183141;0,26343679
16862;-122,4;37,61;35;2084;549;1077;545;3,1628;318400;NEAR OCEAN;1,976146789;1,935004643;0,263435701
1878;-119,96;38,94;27;1492;393;717;254;1,8906;104200;INLAND;2,822834646;2,080892608;0,263404826
7557;-118,19;33,92;35;915;241;1153;252;3,305;115800;<1H OCEAN;4,575396825;0,79358196;0,263387978
14749;-117,05;32,56;18;1215;320;1195;349;1,9875;114900;NEAR OCEAN;3,424068768;1,016736402;0,263374486
13580;-117,3;34,13;42;2115;557;1532;494;1,4531;71500;INLAND;3,101214575;1,380548303;0,263356974
17201;-119,72;34,43;30;2491;656;1091;576;2,5139;279500;<1H OCEAN;1,894097222;2,283226398;0,263348053
18440;-121,81;37,25;5;1975;520;861;440;4,4565;159000;<1H OCEAN;1,956818182;2,293844367;0,263291139
10583;-117,77;33,69;14;1413;372;744;338;3,7988;184100;<1H OCEAN;2,201183432;1,899193548;0,263269639
14040;-117,14;32,76;32;2587;681;1246;650;2,1727;145500;NEAR OCEAN;1,916923077;2,076243981;0,263239273
14785;-117,13;32,58;27;1417;373;814;348;2,3603;195300;NEAR OCEAN;2,33908046;1,740786241;0,263232181
4144;-118,19;34,12;41;2591;682;2366;583;2,3071;146400;<1H OCEAN;4,058319039;1,09509721;0,263218834
5158;-118,28;33,95;40;2044;538;2150;524;2,1437;94800;<1H OCEAN;4,103053435;0,950697674;0,263209393
14467;-117,23;32,88;18;5566;1465;6303;1458;1,858;205000;NEAR OCEAN;4,323045267;0,883071553;0,263205174
17227;-119,7;34,43;35;1402;369;654;385;2,6205;318800;<1H OCEAN;1,698701299;2,143730887;0,263195435
19801;-123,43;40,22;20;133;35;87;37;3,625;67500;INLAND;2,351351351;1,528735632;0,263157895
3756;-118,37;34,18;42;1140;300;643;252;3,3958;178400;<1H OCEAN;2,551587302;1,772939347;0,263157895
6498;-118,02;34,08;31;2402;632;2830;603;2,3333;164200;INLAND;4,693200663;0,848763251;0,263114072
5498;-118,41;34;30;3550;934;3738;880;3,191;271200;<1H OCEAN;4,247727273;0,949705725;0,263098592
13734;-117,21;34,05;4;2904;764;1250;664;3,2131;137500;INLAND;1,88253012;2,3232;0,263085399
9068;-118,14;34,7;36;1205;317;678;290;2,0182;98400;INLAND;2,337931034;1,777286136;0,263070539
14250;-117,1;32,71;25;939;247;1003;240;1,75;87900;NEAR OCEAN;4,179166667;0,936191426;0,263045793
17612;-121,93;37,28;10;3163;832;1537;797;4,1674;214000;<1H OCEAN;1,928481807;2,05790501;0,263041416
19196;-122,7;38,44;35;1304;343;822;304;3,2935;157800;<1H OCEAN;2,703947368;1,586374696;0,26303681
6837;-118,13;34,08;35;2517;662;1883;607;2,5787;223000;<1H OCEAN;3,10214168;1,33669676;0,263011522
13545;-117,31;34,13;36;1076;283;773;224;2,6307;66400;INLAND;3,450892857;1,391979301;0,263011152
17080;-122,2;37,47;37;1403;369;1587;331;2,8258;232800;NEAR BAY;4,794561934;0,884057971;0,26300784
4397;-118,27;34,08;43;962;253;658;244;3,2386;185000;<1H OCEAN;2,696721311;1,462006079;0,262993763
5065;-118,29;33,98;41;1582;416;1422;370;1,0516;108300;<1H OCEAN;3,843243243;1,112517581;0,262958281
2046;-119,73;36,73;7;2461;647;1587;551;1,4007;225000;INLAND;2,880217786;1,550724638;0,26290126
17902;-121,96;37,36;16;5040;1325;3150;1196;4,2837;264500;<1H OCEAN;2,633779264;1,6;0,262896825
10847;-117,9;33,66;22;3568;938;1952;938;3,1667;161000;<1H OCEAN;2,081023454;1,827868852;0,262892377
428;-122,27;37,88;44;2252;592;989;550;3,0132;272900;NEAR BAY;1,798181818;2,277047523;0,262877442
7992;-118,17;33,86;40;1301;342;954;336;2,3804;158000;<1H OCEAN;2,839285714;1,363731656;0,262874712
17989;-121,95;37,28;19;7027;1847;3759;1753;3,1509;242900;<1H OCEAN;2,144324016;1,869380154;0,262843319
9624;-120,35;37,31;17;605;159;416;83;2;87500;INLAND;5,012048193;1,454326923;0,262809917
5197;-118,27;33,94;43;1309;344;1182;340;1,6625;88700;<1H OCEAN;3,476470588;1,107445008;0,262796028
11500;-118,1;33,74;37;997;262;531;282;4,7773;400000;NEAR OCEAN;1,882978723;1,877589454;0,262788365
5013;-118,33;34,01;44;1762;463;786;445;1,9231;188500;<1H OCEAN;1,766292135;2,24173028;0,26276958
4921;-118,25;34;36;1176;309;1267;292;1,6382;105000;<1H OCEAN;4,339041096;0,928176796;0,262755102
16472;-121,27;38,13;35;2607;685;2016;618;1,75;82900;INLAND;3,262135922;1,293154762;0,262754124
15519;-117,05;33,13;20;7746;2035;5370;1838;2,3762;98500;<1H OCEAN;2,921653972;1,442458101;0,262716241
6699;-118,1;34,14;26;6262;1645;3001;1505;3,6572;213200;<1H OCEAN;1,994019934;2,086637787;0,262695624
4485;-118,2;34,06;46;453;119;533;132;2,2961;112500;<1H OCEAN;4,037878788;0,849906191;0,262693157
16674;-120,63;35,13;16;2680;704;975;619;1,7878;55000;<1H OCEAN;1,575121163;2,748717949;0,262686567
17403;-120,45;34,94;24;1702;447;1240;417;2,4091;115500;<1H OCEAN;2,973621103;1,372580645;0,262632197
14859;-117,08;32,65;28;2296;603;1277;550;2,3562;123800;NEAR OCEAN;2,321818182;1,797963978;0,262630662
2795;-117,9;36,95;19;99;26;51;22;1,7292;137500;INLAND;2,318181818;1,941176471;0,262626263
4536;-118,21;34,03;44;1550;407;1718;403;2,5268;141100;<1H OCEAN;4,263027295;0,902211874;0,262580645
7279;-118,25;33,98;47;617;162;754;144;2,2969;116700;<1H OCEAN;5,236111111;0,818302387;0,262560778
7232;-118,14;34,02;40;1912;502;2077;500;2,6;180600;<1H OCEAN;4,154;0,920558498;0,262552301
1801;-122,33;37,91;36;1954;513;1437;440;1,125;93800;NEAR BAY;3,265909091;1,359777314;0,262538383
8977;-118,42;34;33;1139;299;734;257;3,2708;325000;<1H OCEAN;2,856031128;1,551771117;0,262510975
15715;-122,44;37,78;39;1181;310;901;281;1,4866;237500;NEAR BAY;3,206405694;1,310765816;0,262489416
4522;-118,21;34,04;36;1825;479;2097;480;2,1862;135300;<1H OCEAN;4,36875;0,870290892;0,262465753
11291;-117,92;33,79;29;3692;969;2683;881;3,1726;198700;<1H OCEAN;3,045402951;1,376071562;0,262459372
14835;-117,1;32,68;47;1044;274;1003;280;1,7802;97800;NEAR OCEAN;3,582142857;1,040877368;0,262452107
18299;-122,13;37,42;36;3982;1045;2251;995;3,5364;314100;NEAR BAY;2,262311558;1,768991559;0,262430939
15274;-117,31;33,07;21;2035;534;948;467;3,2984;369400;NEAR OCEAN;2,029978587;2,146624473;0,262407862
11352;-117,93;33,74;30;1654;434;1843;467;3,1403;153000;<1H OCEAN;3,946466809;0,89744981;0,262394196
12970;-121,33;38,67;17;2683;704;1410;659;1,962;130200;INLAND;2,139605463;1,902836879;0,262392844
12806;-121,47;38,61;35;1372;360;850;328;1,6331;67500;INLAND;2,591463415;1,614117647;0,262390671
12762;-121,42;38,62;33;3171;832;1591;695;2,0786;88600;INLAND;2,289208633;1,993086109;0,262377799
11267;-117,99;33,79;21;2695;707;1888;683;3,2857;213300;<1H OCEAN;2,764275256;1,427436441;0,262337662
11921;-117,4;33,95;43;633;166;292;135;1,1601;121400;INLAND;2,162962963;2,167808219;0,262243286
6645;-118,15;34,16;20;2410;632;2135;578;1,6887;148600;<1H OCEAN;3,693771626;1,128805621;0,262240664
6276;-117,93;34,01;23;3188;836;3883;840;2,1863;157600;<1H OCEAN;4,622619048;0,821014679;0,262233375
9863;-121,84;36,61;26;2902;761;2258;719;2,5663;128900;<1H OCEAN;3,140472879;1,285208149;0,262232943
7167;-118,18;34,05;41;389;102;455;107;2,7031;109200;<1H OCEAN;4,252336449;0,854945055;0,262210797
20066;-120,35;37,99;3;1167;306;422;186;2,4191;217500;INLAND;2,268817204;2,765402844;0,262210797
6024;-117,75;34,05;35;1293;339;1494;312;1,6645;93300;INLAND;4,788461538;0,865461847;0,262180974
2670;-115,51;33,24;32;1995;523;1069;410;1,6552;43300;INLAND;2,607317073;1,866230122;0,262155388
1488;-122,03;37,96;20;2636;691;1142;627;2,1083;162500;NEAR BAY;1,821371611;2,308231173;0,262139605
10954;-117,9;33,76;26;2678;702;3262;685;3,6953;176800;<1H OCEAN;4,762043796;0,820968731;0,262135922
13583;-117,29;34,12;47;1648;432;1308;385;1,2069;68200;INLAND;3,397402597;1,259938838;0,262135922
8324;-118,29;33,94;32;2701;708;1880;590;1,6716;123800;<1H OCEAN;3,186440678;1,436702128;0,262125139
12054;-117,59;33,88;13;3239;849;2751;813;2,6111;107000;INLAND;3,383763838;1,17739004;0,262117938
